text,span,label,ordinal,ac,ot
['amazing fresh dogs but best of all endless toppings ! ! !'],toppings,positive,0,food style_options,endless
"['Love this place , every time we are in the city this is one of the places we always go .']",place,positive,0,restaurant general,Love
['Service is not what one would expect from a joint in this price category .'],Service,negative,0,service general,not what one would expect
['I stumbled upon this great pizzeria as I explored my new neighborhood .'],pizzeria,positive,0,restaurant general,great
['This quaint and romantic trattoria is at the top of my Manhattan restaurant list .'],trattoria,positive,0,ambience general,quaint
['This quaint and romantic trattoria is at the top of my Manhattan restaurant list .'],trattoria,positive,0,restaurant general,romantic
['The food was delicious but do not come here on a empty stomach .'],food,positive,0,food quality,delicious
"[""Patsy 's Pizza - true love""]",Patsy 's Pizza,positive,0,restaurant general,true love
"['Average to good Thai food , but terrible delivery .']",Thai food,positive,0,food quality,Average to good
"['Average to good Thai food , but terrible delivery .']",delivery,negative,0,service general,terrible
"['I tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .']",sea urchin,positive,0,food quality,heavenly
['Yakitori ( bbq meats ) is tasty too .'],Yakitori ( bbq meats ),positive,0,food quality,tasty
"['Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .']",fish,positive,0,food quality,quality
"['Whenever you need a Sushi fix , Mizu will be there with quality fish and great service .']",service,positive,0,service general,great
['Faan is sooo good .'],Faan,positive,0,restaurant general,good
"[""Do n't judge this place prima facie , you have to try it to believe it , a home away from home for the literate heart .""]",place,positive,0,restaurant general,try it and believe it
['Fish is so very fresh .'],Fish,positive,0,food quality,fresh
['My boyfriend had Prime Rib it was good .'],Prime Rib,positive,0,food quality,good
['Drinks way over priced .'],Drinks,negative,0,drinks prices,over priced
['Unique apppetizers .'],apppetizers,positive,0,food quality,Unique
"[""It 's a great place to order from or sit-in .""]",place,positive,0,restaurant miscellaneous,great
['The food is great and reasonably priced .'],food,positive,0,food quality,great
['The food is great and reasonably priced .'],food,positive,0,food prices,reasonably priced
"['When we sat , we got great and fast service .']",service,positive,0,service general,great
"['When we sat , we got great and fast service .']",service,positive,0,service general,fast
"['Be sure to try the seasonal , and always delicious , specials .']",specials,positive,0,food quality,try
"['Be sure to try the seasonal , and always delicious , specials .']",specials,positive,0,food quality,seasonal
"['Be sure to try the seasonal , and always delicious , specials .']",specials,positive,0,food quality,delicious
"['Great food , good size menu , great service and an unpretensious setting .']",food,positive,0,food quality,Great
"['Great food , good size menu , great service and an unpretensious setting .']",menu,positive,0,food style_options,good size
"['Great food , good size menu , great service and an unpretensious setting .']",service,positive,0,service general,great
"['Great food , good size menu , great service and an unpretensious setting .']",setting,positive,0,ambience general,unpretensious
['The sangria was pretty tasty and good on a hot muggy day .'],sangria,positive,0,drinks quality,tasty
['The sangria was pretty tasty and good on a hot muggy day .'],sangria,positive,0,drinks quality,good
['All the staff is absolutely professional ! !'],staff,positive,0,service general,professional
"['The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .']",service,positive,0,service general,impeccable
"['The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .']",service,positive,0,service general,unobtrusive
"[""The Four Seasons has history and it is a sort of landmark of New York City restaurants , but trust me , they will charge you through the nose just so that you can say `` I 've been to the four seasons restaurant `` .""]",The Four Seasons,neutral,0,restaurant miscellaneous,a sort of landmark
"[""The Four Seasons has history and it is a sort of landmark of New York City restaurants , but trust me , they will charge you through the nose just so that you can say `` I 've been to the four seasons restaurant `` .""]",The Four Seasons,negative,0,restaurant prices,charge you through the nose
"[""The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .""]",food,negative,0,food prices,pricey
"[""The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .""]",prixe fixe tasting menu,positive,0,food quality,greatest
"[""The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .""]",prixe fixe tasting menu,positive,0,food prices,greatest
"['Food was very good , but not what I would consider out of this world .']",Food,neutral,0,food quality,good
['The server was really cool and served us our food and drinks with a smile .'],server,positive,0,service general,cool
"['The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .']",drinks,positive,0,drinks quality,enjoy
"['The manager came to the table and said we can do what we want , so we paid for what we did enjoy , the drinks and appetizers , and walked out .']",appetizers,positive,0,food quality,enjoy
['This place is the most Japanese it can ever get .'],place,positive,0,restaurant miscellaneous,Japanese
['The portions are large and the servers always surprise us with a different starter .'],portions,positive,0,food style_options,large
['I absolutely Loved this place .'],place,positive,0,restaurant general,Loved
"['The space is limited so be prepared to wait up to 45 minutes - 1 hour , but be richly rewarded when you savor the delicious indo-chinese food .']",space,negative,0,restaurant miscellaneous,limited
"['The space is limited so be prepared to wait up to 45 minutes - 1 hour , but be richly rewarded when you savor the delicious indo-chinese food .']",indo-chinese food,positive,0,food quality,delicious
"['They have a delicious banana chocolate dessert , as well as a great green tea tempura .']",banana chocolate dessert,positive,0,food quality,delicious
"['They have a delicious banana chocolate dessert , as well as a great green tea tempura .']",green tea tempura,positive,0,food quality,great
['i love margherita pizza – i looove east village pizza'],east village pizza,positive,0,restaurant general,love
['i love margherita pizza – i looove east village pizza'],margherita pizza,positive,0,food quality,looove
['Here the hot dog is elevated to the level of a real entree with numerous variations available .'],hot dog,positive,0,food quality,elevated
['Here the hot dog is elevated to the level of a real entree with numerous variations available .'],hot dog,positive,0,food style_options,elevated
['my favorite place lol'],place,positive,0,restaurant general,favorite
['The counter service is bad .'],counter service,negative,0,service general,bad
['Had an awful experience at Casa la Femme on a Saturday dinner .'],Casa la Femme,negative,0,restaurant general,awful
"[""Just because it 's cheap does NOT mean the portions are small or the food is nasty , IT IS GREAT !""]",food,positive,0,food quality,GREAT
"['Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .']",menu,negative,0,food style_options,limited
"['My main concern was the sanity of the food that was being sent out to myself and others , but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation .']",food,negative,0,food quality,concern
"['The crust is thin , the ingredients are fresh and the staff is friendly .']",crust,positive,0,food quality,thin
"['The crust is thin , the ingredients are fresh and the staff is friendly .']",staff,positive,0,service general,friendly
"['The crust is thin , the ingredients are fresh and the staff is friendly .']",ingredients,positive,0,food quality,fresh
"['Do not get the Go Go Hamburgers , no matter what the reviews say .']",Go Go Hamburgers,negative,0,food quality,Do not get
"['Great place , great value .']",place,positive,0,restaurant general,Great
"['Great place , great value .']",place,positive,0,restaurant prices,Great
"['Yamato is an excellent place to go if youre not into sashimi , or if you have friends who doesnt like sushi much .']",Yamato,positive,0,restaurant miscellaneous,excellent
"[""Everytime I decide to try another place on the UES , I get angry that I did n't just go to Zucchero Pomodori .""]",Zucchero Pomodori,positive,0,restaurant general,did n't just go to
['LLOOVVE THIS PLACE .'],PLACE,positive,0,restaurant general,LLOOVVE
['The menu is very limited - i think we counted 4 or 5 entrees .'],menu,negative,0,food style_options,limited
"['This is one of my favorite spot , very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .']",food,positive,0,food quality,great
"[""The decor however seems to be the distraction so you wo n't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !""]",decor,neutral,0,ambience general,distraction
"[""The decor however seems to be the distraction so you wo n't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !""]",eggplant,negative,0,food quality,cold
"[""The decor however seems to be the distraction so you wo n't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME ! ! ! !""]",eggplant,negative,0,food prices,300 bucks
"[""As a Japanese native , I 've lived in the Tristate area for over 8 years , but I was just so amazed at this place .""]",place,positive,0,restaurant general,amazed
['Dessert : pure disaster .'],Dessert,negative,0,food quality,disaster
"['Moules were excellent , lobster ravioli was VERY salty !']",Moules,positive,0,food quality,excellent
"['Moules were excellent , lobster ravioli was VERY salty !']",lobster ravioli,negative,0,food quality,salty
['The atmosphere is relaxed and casual .'],atmosphere,positive,0,ambience general,relaxed
['Food is excellent .'],Food,positive,0,food quality,excellent
"['The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .']",food,positive,0,food quality,average to above-average
"['The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .']",French Onion soup,negative,0,food quality,not overly impressive
"['The food was average to above-average ; the French Onion soup filling yet not overly impressive , and the desserts not brilliant in any way .']",desserts,negative,0,food quality,not brilliant
"['The manager finally said he would comp the two glasses of wine ( which cost less than the food ) , and made it seem like a big concession .']",manager,negative,0,service general,seem like a big concession
['I never write on these sites but this restaurant is def worth commending !'],restaurant,positive,0,restaurant general,worth
['The food here was mediocre at best .'],food,negative,0,food quality,mediocre
"['The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .']",decor,positive,0,ambience general,vibrant
"['The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .']",decor,positive,0,ambience general,eye-pleasing
"['The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .']",semi-private boths,positive,0,ambience general,great
['The decor is very simple but comfortable .'],decor,positive,0,ambience general,simple
['The decor is very simple but comfortable .'],decor,positive,0,ambience general,comfortable
['I had fish and my husband had the filet - both of which exceeded our expectations .'],fish,positive,0,food quality,exceeded our expectations
['I had fish and my husband had the filet - both of which exceeded our expectations .'],filet,positive,0,food quality,exceeded our expectations
"['The service was attentive , yet discreet .']",service,positive,0,service general,attentive
"['The service was attentive , yet discreet .']",service,positive,0,service general,discreet
"['The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .']",restaurant,positive,0,ambience general,Family feel
"['The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .']",portions,positive,0,food style_options,enormous
"['The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single-handedly solved third world famine .']",veal,positive,0,food style_options,have single-handedly solved third world famine
"[""I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino 's blows my families receipies away .""]",pizza,positive,0,food quality,ashamed
['Always great service !'],service,positive,0,service general,great
['The farro salad and the mashed yukon potatoes were also extremely tasty .'],farro salad,positive,0,food quality,tasty
['The farro salad and the mashed yukon potatoes were also extremely tasty .'],mashed yukon potatoes,positive,0,food quality,tasty
['The restaurant is cute but not upscale .'],restaurant,neutral,0,restaurant general,cute
['The restaurant is cute but not upscale .'],restaurant,neutral,0,restaurant general,not upscale
"['We did tip , I guess the model /waitress just wanted more and complained to the manager .']",waitress,negative,0,service general,complained
"['I choose to go with one of the special , the braised lamb shank in red wine , which was excellent .']",braised lamb shank in red wine,positive,0,food quality,excellent
['People are always friendly .'],People,positive,0,service general,friendly
['I recently tried Suan and I thought that it was great .'],Suan,positive,0,restaurant general,great
['Too bad I had paid an extra $ 2 for the stone bowl .'],stone bowl,negative,0,food prices,bad
"[""I like the ambience , it 's very dark and original .""]",ambience,positive,0,ambience general,like
"[""I like the ambience , it 's very dark and original .""]",ambience,positive,0,ambience general,dark
"[""I like the ambience , it 's very dark and original .""]",ambience,positive,0,ambience general,original
['Pizza was a little soggy .'],Pizza,negative,0,food quality,soggy
"['great food , great wine list , great service in a great neighborhood ...']",food,positive,0,food quality,great
"['great food , great wine list , great service in a great neighborhood ...']",wine list,positive,0,drinks style_options,great
"['great food , great wine list , great service in a great neighborhood ...']",service,positive,0,service general,great
"['great food , great wine list , great service in a great neighborhood ...']",neighborhood,positive,0,location general,great
['If you want something really different than try Jekyll and Hyde .'],Jekyll and Hyde,positive,0,restaurant general,different
['The food is good .'],food,positive,0,food quality,good
['My wife had barely touched that mess of a dish .'],dish,negative,0,food quality,mess
"['I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .']",jelly fish,positive,0,food quality,recommend
"['I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .']",drunken chicken,positive,0,food quality,recommend
"['I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .']",soupy dumplings,positive,0,food quality,recommend
"['I recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .']",stir fry blue crab,positive,0,food quality,recommend
"[""Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .""]",people,positive,0,service general,beautiful
"[""Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .""]",food,negative,0,food quality,does n't quite match up
"[""Thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .""]",Thalia,positive,0,ambience general,beautiful
"[""We wo n't go to this place again for a good meal .""]",meal,negative,0,food quality,good
"['i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i.e . make me feel bad asking for trivialities like water , or the check .']",waiter,negative,0,service general,bad
"['My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good ... not outstanding , but good .']",dim sum,neutral,0,food quality,good
"['My friends settled for rice dishes , but we came back the following day to try the dim sum , which was good ... not outstanding , but good .']",dim sum,neutral,0,food quality,not outstanding
"['The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .']",signs,positive,0,restaurant miscellaneous,Japanese
"['The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .']",specials menus,positive,0,food style_options,Japanese
"['The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .']",food,positive,0,food quality,Japanese
"['The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .']",waitstaff,positive,0,service general,Japanese
['When we inquired about ports - the waitress listed off several but did not know taste variations or cost .'],waitress,negative,0,service general,did not know
['This establishment is the real deal .'],establishment,positive,0,restaurant general,real deal
['We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka .'],waiter,negative,0,service general,asked for Hooka six times
['This place is worth an one-hour drive .'],place,positive,0,restaurant general,worth
['the waitstaffs are nice though .'],waitstaffs,positive,0,service general,nice
['The food was exceptional .'],food,positive,0,food quality,exceptional
"['I have never left a restaurant feeling as if i was abused , and wasted my hard earned money .']",restaurant,negative,0,restaurant general,abused
"['I have never left a restaurant feeling as if i was abused , and wasted my hard earned money .']",restaurant,negative,0,restaurant prices,abused
"['Kind , attentive wait staff .']",wait staff,positive,0,service general,Kind
"['Kind , attentive wait staff .']",wait staff,positive,0,service general,attentive
['Decor is charming .'],Decor,positive,0,ambience general,charming
"['The waitress , seems to be more concerned of looking good than actually waitressing .']",waitress,negative,0,service general,more concerned of looking good
"[""I have been to Roth 's twice and both times were very disappointing .""]",Roth 's,negative,0,restaurant general,disappointing
"['We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .']",food,positive,0,food quality,impressed
['The sake ’ s complimented the courses very well and is successfully easing me into the sake world .'],sake ’ s,positive,0,drinks quality,very well
['The sake ’ s complimented the courses very well and is successfully easing me into the sake world .'],sake ’ s,positive,0,drinks quality,successfully
"[""You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .""]",martini,positive,0,drinks quality,delish
"[""You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .""]",martini,positive,0,drinks style_options,delish
"[""You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .""]",martini,positive,0,drinks prices,delish
"[""You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .""]",Vanilla Shanty,positive,0,drinks quality,recommend
"[""You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .""]",setting,positive,0,ambience general,homey
"[""You can get a completely delish martini in a glass ( that 's about 2 1/2 drinks ) for $ 8.50 ( I recommend the Vanilla Shanty , mmmm ! ) in a great homey setting with great music .""]",music,positive,0,ambience general,great
['This is an amazing place to try some roti rolls .'],roti rolls,positive,0,food quality,try
"['Judging from previous posts this used to be a good place , but not any longer .']",place,negative,0,restaurant general,used to be a good
"[""It is quite a spectacular scene i 'll give them that .""]",scene,positive,0,ambience general,spectacular
['A Thai restaurant out of rice during dinner ?'],Thai restaurant,negative,0,restaurant miscellaneous,out of rice
['The bar is very well stocked with interesting beers and well priced wines .'],bar,positive,0,drinks style_options,well stocked
['The bar is very well stocked with interesting beers and well priced wines .'],beers,positive,0,drinks style_options,interesting
['The bar is very well stocked with interesting beers and well priced wines .'],wines,positive,0,drinks prices,well priced
['The staff there is very attentive and down to earth .'],staff,positive,0,service general,attentive
['The staff there is very attentive and down to earth .'],staff,positive,0,service general,down to earth
"['The kitchen however , is almost always slow .']",kitchen,negative,0,service general,slow
"['It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .']",vibe,positive,0,ambience general,good
"['It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .']",French food,positive,0,food quality,best
['i love their chicken pasta cant remember the name but is sooo good'],chicken pasta,positive,0,food quality,love
"['Not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate décor will make you feel like you ’ re no longer in the city .']",spot,neutral,0,location general,hidden
"['Not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate décor will make you feel like you ’ re no longer in the city .']",unmarked wooden doors,positive,0,ambience general,feel like you ’ re no longer in the city
"['Not only is it an adventure getting to this somewhat hidden spot , once you enter the unmarked wooden doors , the zen and intimate décor will make you feel like you ’ re no longer in the city .']",décor,positive,0,ambience general,intimate
['great toppings definitely a place you need to check out for late night munchies or a mid day boost !'],toppings,positive,0,food quality,great
['great toppings definitely a place you need to check out for late night munchies or a mid day boost !'],place,positive,0,restaurant miscellaneous,great
['This place is incredibly tiny .'],place,negative,0,ambience general,tiny
"['The food and service were fine , however the maitre-D was incredibly unwelcoming and arrogant .']",food,positive,0,food quality,fine
"['The food and service were fine , however the maitre-D was incredibly unwelcoming and arrogant .']",service,positive,0,service general,fine
"['The food and service were fine , however the maitre-D was incredibly unwelcoming and arrogant .']",maitre-D,negative,0,service general,unwelcoming
"['The food and service were fine , however the maitre-D was incredibly unwelcoming and arrogant .']",maitre-D,negative,0,service general,arrogant
['The duck confit is always amazing and the foie gras terrine with figs was out of this world .'],foie gras terrine with figs,positive,0,food quality,out of this world
['The duck confit is always amazing and the foie gras terrine with figs was out of this world .'],duck confit,positive,0,food quality,amazing
"['Most importantly , food is excellent .']",food,positive,0,food quality,excellent
['I ordered the smoked salmon and roe appetizer and it was off flavor .'],smoked salmon and roe appetizer,negative,0,food quality,off flavor
['Maggot in the food !'],food,negative,0,food quality,Maggot
['Salads were fantastic .'],Salads,positive,0,food quality,fantastic
['We had the lobster sandwich and it was FANTASTIC .'],lobster sandwich,positive,0,food quality,FANTASTIC
['I thought this place was totally overrated .'],place,negative,0,restaurant general,overrated
"[""I 've lived in NY for 5 years and this place has it all .""]",place,positive,0,restaurant general,has it all
"['Ask for Usha , the nicest bartender in manhattan .']",Usha,positive,0,service general,nicest
['The service was the only thing good about this restaurant .'],service,positive,0,service general,good
['We waited at the bar and had martinis that were just right .'],martinis,positive,0,drinks quality,right
['Thius is a must for anyone who loves Shabu-Shabu .'],Shabu-Shabu,positive,0,food quality,loves
['It was totally overpriced - fish and chips was about $ 15 ...'],fish and chips,negative,0,food prices,about $ 15
['They have a huge selection of different cream cheeses and all of their salads are great .'],salads,positive,0,food quality,great
['They have a huge selection of different cream cheeses and all of their salads are great .'],cream cheeses,positive,0,food style_options,huge
['They have a huge selection of different cream cheeses and all of their salads are great .'],cream cheeses,positive,0,food style_options,different
['I would not expect this for a $ 55 dinner .'],dinner,negative,0,food quality,would not expect
['I would not expect this for a $ 55 dinner .'],dinner,negative,0,food prices,$ 55
['I got hair in my food 2 times of then !'],food,negative,0,food quality,got hair in my food
['Noodle pudding is exactly the type of service and food I enjoy .'],service,positive,0,service general,enjoy
['Noodle pudding is exactly the type of service and food I enjoy .'],food,positive,0,food quality,enjoy
"[""Volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the service is this friendly .""]",service,positive,0,service general,friendly
['Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .'],cart attendant,negative,0,service general,walked away
['This place is always very crowded and popular .'],place,positive,0,restaurant miscellaneous,crowded
['This place is always very crowded and popular .'],place,positive,0,restaurant miscellaneous,popular
['The design and atmosphere is just as good .'],design,positive,0,ambience general,good
['The design and atmosphere is just as good .'],atmosphere,positive,0,ambience general,good
"['Interesting selection , good wines , service fine , fun decor .']",wines,positive,0,drinks quality,good
"['Interesting selection , good wines , service fine , fun decor .']",service,positive,0,service general,fine
"['Interesting selection , good wines , service fine , fun decor .']",decor,positive,0,ambience general,fun
"['Interesting selection , good wines , service fine , fun decor .']",selection,positive,0,food style_options,Interesting
['first it took us a long time to find the place .'],place,negative,0,restaurant miscellaneous,took us a long time
['The manager was rude and handled the situation extremely poorly .'],manager,negative,0,service general,rude
['But the best pork souvlaki I ever had is the main thing .'],pork souvlaki,positive,0,food quality,best
"['I wish I could like this place more , and I wish someone would retrain the staff .']",staff,negative,0,service general,retrain
"['Great food , great prices , great service .']",food,positive,0,food quality,Great
"['Great food , great prices , great service .']",service,positive,0,service general,great
['My son and his girlfriend both wanted cheeseburgers and they were huge !'],cheeseburgers,neutral,0,food style_options,huge
['I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ... )'],PLACE,positive,0,restaurant general,LOVE
"['This guy refused to seat her and she left , followed shortly by the four of us , but not before I told him that in my 40 years of world travel , including Paris , that I had never seen such a display of bad behavior by a frontman in a restaurant .']",frontman,negative,0,service general,bad
"[""Thank you everyone at Water 's Edge .""]",Water 's Edge,positive,0,restaurant general,Thank you
"['Overall , decent food at a good price , with friendly people .']",food,positive,0,food quality,decent
"['Overall , decent food at a good price , with friendly people .']",food,positive,0,food prices,good
"['Overall , decent food at a good price , with friendly people .']",people,positive,0,service general,friendly
"['I showed it to the manager , and he smilingly apologized and brought us two free desserts ( but did not ask us what we wanted and so brought the last two desserts we would have asked for ) .']",manager,positive,0,service general,smilingly
['Service is average .'],Service,neutral,0,service general,average
['I LOVE their Thai'],Thai,positive,0,food quality,LOVE
"['The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet , we were told no ...']",waitress,negative,0,service general,sitting on the toilet
['Tiny dessert was $ 8.00 ... just plain overpriced for what it is .'],dessert,negative,0,food quality,plain
['Tiny dessert was $ 8.00 ... just plain overpriced for what it is .'],dessert,negative,0,food style_options,Tiny
['Tiny dessert was $ 8.00 ... just plain overpriced for what it is .'],dessert,negative,0,food prices,overpriced
"[""Do n't dine at Tamarind for the vegetarian dishes , they are simply not up to par with the non-veg selections .""]",vegetarian dishes,negative,0,food quality,not up to par
"['And it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .']",congee,positive,0,food prices,no more than $ 3-6 each
"['And it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .']",noodles,positive,0,food prices,no more than $ 3-6 each
"['And it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .']",rice dishes,positive,0,food prices,no more than $ 3-6 each
['The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan .'],cold appetizer dishes,positive,0,food quality,like the way I remember them
['The appetizers are also delicious !'],appetizers,positive,0,food quality,delicious
['The wine list is extensive and can easily hike up an otherwise reasonably priced meal .'],wine list,positive,0,drinks style_options,extensive
['The wine list is extensive and can easily hike up an otherwise reasonably priced meal .'],meal,positive,0,food prices,reasonably priced
"['Please take my advice , go and try this place .']",place,positive,0,restaurant general,go and try
['Decor needs to be upgraded but the food is amazing !'],Decor,negative,0,ambience general,upgraded
['Decor needs to be upgraded but the food is amazing !'],food,positive,0,food quality,amazing
['Single Worst Restaurant in Manhattan'],Restaurant,negative,0,restaurant general,Worst
"['Place is open till late , no dress code .']",Place,positive,0,restaurant miscellaneous,open till late
"[""I had never had Edamame pureed before but I thought it was innovative and tasty ( could 've used a bit more salt ) .""]",Edamame pureed,positive,0,food quality,tasty
"[""I had never had Edamame pureed before but I thought it was innovative and tasty ( could 've used a bit more salt ) .""]",Edamame pureed,positive,0,food style_options,innovative
['The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree .'],Grilled Chicken special with Edamame Puree,positive,0,food quality,enjoyed
['Love their drink menu .'],drink menu,positive,0,drinks style_options,Love
['Bukhara is on my top 5 Indian places in NYC'],Bukhara,positive,0,restaurant general,top
"['Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .']",location,positive,0,location general,good
"['Its location is good and the fact that Hutner College is near and their prices are very reasonable , makes students go back to Suan again and again .']",Suan,positive,0,restaurant prices,reasonable
"['Terrible , terrible management - deserves to be shut-down .']",management,negative,0,service general,Terrible
"['Terrible , terrible management - deserves to be shut-down .']",management,negative,0,service general,terrible
['I took one look at the chicken and I was appalled .'],chicken,negative,0,food style_options,appalled
"['Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .']",Appetizers,neutral,0,food quality,ok
"['Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .']",waiter,negative,0,service general,poor
"['Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .']",potato stuff kanish,positive,0,food quality,try
"['Downtown Dinner 2002 - Prixe fix : Appetizers were ok , waiter gave me poor suggestion ... try the potato stuff kanish best one .']",potato stuff kanish,positive,0,food quality,best
['The bagel was huge .'],bagel,positive,0,food style_options,huge
"['Excellent food , although the interior could use some help .']",food,positive,0,food quality,Excellent
"['Excellent food , although the interior could use some help .']",interior,negative,0,ambience general,help
"['I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .']",Areo,positive,0,restaurant general,enjoyable
['Service was very prompt but slightly rushed .'],Service,positive,0,service general,prompt
['Service was very prompt but slightly rushed .'],Service,positive,0,service general,rushed
['bottles of wine are cheap and good .'],bottles of wine,positive,0,drinks prices,cheap
['bottles of wine are cheap and good .'],bottles of wine,positive,0,drinks quality,good
['The menu has so many fish items and oysters .'],menu,positive,0,food style_options,so many
['The food was absolutely amazing ! !'],food,positive,0,food quality,amazing
"['The menu looked great , and the waiter was very nice , but when the food came , it was average .']",menu,positive,0,food style_options,great
"['The menu looked great , and the waiter was very nice , but when the food came , it was average .']",waiter,positive,0,service general,nice
"['The menu looked great , and the waiter was very nice , but when the food came , it was average .']",food,neutral,0,food quality,average
['We were greeted promptly by the waiter who was very nice and cordial .'],waiter,positive,0,service general,nice
['We were greeted promptly by the waiter who was very nice and cordial .'],waiter,positive,0,service general,cordial
['Wine list selection is good and wine-by-the-glass was generously filled to the top .'],Wine list selection,positive,0,drinks style_options,good
['Wine list selection is good and wine-by-the-glass was generously filled to the top .'],wine-by-the-glass,positive,0,drinks style_options,generously filled
['The people that work there are always so friendly you forget you are in New York sometimes .'],people,positive,0,service general,friendly
['Decent wine at reasonable prices .'],wine,positive,0,drinks quality,Decent
['Decent wine at reasonable prices .'],wine,positive,0,drinks prices,reasonable
